pipes-fastx;0.3.0.0;;/Users/fruiz/Desktop/github/papers-stackage/pipelines/scripts/StackageDownload/lts-3.22/pipes-fastx/pipes-fastx-0.3.0.0/pipes-fastx.cabal;Pipes;attoparsec,base,bytestring,pipes,pipes-attoparsec,pipes-bytestring;Pipes.Fastx;;
lambdabot-core;5.0.3;;/Users/fruiz/Desktop/github/papers-stackage/pipelines/scripts/StackageDownload/lts-3.22/lambdabot-core/lambdabot-core-5.0.3/lambdabot-core.cabal; Web,Development;HTTP,SafeSemaphore,base,binary,bytestring,containers,dependent-map,dependent-sum,dependent-sum-template,directory,edit-distance,filepath,haskeline,hslogger,lifted-base,monad-control,mtl,network,parsec,random,random-fu,random-source,regex-tdfa,split,template-haskell,time,transformers,transformers-base,utf8-string,zlib;Lambdabot.Bot,Lambdabot.ChanName,Lambdabot.Command,Lambdabot.Compat.AltTime,Lambdabot.Compat.FreenodeNick,Lambdabot.Compat.PackedNick,Lambdabot.Config,Lambdabot.Config.Core,Lambdabot.File,Lambdabot.IRC,Lambdabot.Logging,Lambdabot.Main,Lambdabot.Message,Lambdabot.Module,Lambdabot.Monad,Lambdabot.Nick,Lambdabot.OutputFilter,Lambdabot.Plugin,Lambdabot.Plugin.Core,Lambdabot.Plugin.Core.Base,Lambdabot.Plugin.Core.Compose,Lambdabot.Plugin.Core.Help,Lambdabot.Plugin.Core.More,Lambdabot.Plugin.Core.OfflineRC,Lambdabot.Plugin.Core.System,Lambdabot.Plugin.Core.Version,Lambdabot.State,Lambdabot.Util,Lambdabot.Util.Serial,Lambdabot.Util.Signals,Paths_lambdabot_core;src;
bson;0.3.2.1;;/Users/fruiz/Desktop/github/papers-stackage/pipelines/scripts/StackageDownload/lts-3.22/bson/bson-0.3.2.1/bson.cabal;Data;base,binary,bytestring,cryptohash,data-binary-ieee754,mtl,network,text,time;Data.Bson,Data.Bson.Binary;;
persistent-mysql;2.2;Stable;/Users/fruiz/Desktop/github/papers-stackage/pipelines/scripts/StackageDownload/lts-3.22/persistent-mysql/persistent-mysql-2.2/persistent-mysql.cabal; Yesod,Database;aeson,base,blaze-builder,bytestring,conduit,containers,monad-control,monad-logger,mysql,mysql-simple,persistent,resourcet,text,transformers;Database.Persist.MySQL;;
base-compat;0.8.2;;/Users/fruiz/Desktop/github/papers-stackage/pipelines/scripts/StackageDownload/lts-3.22/base-compat/base-compat-0.8.2/base-compat.cabal;Compatibility;base;Control.Concurrent.MVar.Compat,Control.Monad.Compat,Data.Bits.Compat,Data.Bool.Compat,Data.Either.Compat,Data.Foldable.Compat,Data.Function.Compat,Data.Functor.Compat,Data.List.Compat,Data.Monoid.Compat,Data.Version.Compat,Data.Word.Compat,Debug.Trace.Compat,Foreign.Compat,Foreign.Marshal.Alloc.Compat,Foreign.Marshal.Array.Compat,Foreign.Marshal.Compat,Foreign.Marshal.Utils.Compat,Numeric.Compat,Prelude.Compat,System.Environment.Compat,System.Exit.Compat,Text.Read.Compat;src;
amazonka-support;0.3.6;;/Users/fruiz/Desktop/github/papers-stackage/pipelines/scripts/StackageDownload/lts-3.22/amazonka-support/amazonka-support-0.3.6/amazonka-support.cabal; AWS, Cloud, Distributed Computing,Network;amazonka-core,base;Network.AWS.Support,Network.AWS.Support.AddAttachmentsToSet,Network.AWS.Support.AddCommunicationToCase,Network.AWS.Support.CreateCase,Network.AWS.Support.DescribeAttachment,Network.AWS.Support.DescribeCases,Network.AWS.Support.DescribeCommunications,Network.AWS.Support.DescribeServices,Network.AWS.Support.DescribeSeverityLevels,Network.AWS.Support.DescribeTrustedAdvisorCheckRefreshStatuses,Network.AWS.Support.DescribeTrustedAdvisorCheckResult,Network.AWS.Support.DescribeTrustedAdvisorCheckSummaries,Network.AWS.Support.DescribeTrustedAdvisorChecks,Network.AWS.Support.RefreshTrustedAdvisorCheck,Network.AWS.Support.ResolveCase,Network.AWS.Support.Types;gen,src;
hmatrix-gsl;0.16.0.3;provisional;/Users/fruiz/Desktop/github/papers-stackage/pipelines/scripts/StackageDownload/lts-3.22/hmatrix-gsl/hmatrix-gsl-0.16.0.3/hmatrix-gsl.cabal;Math;array,base,hmatrix,process,random,vector;Graphics.Plot,Numeric.GSL,Numeric.GSL.Differentiation,Numeric.GSL.Fitting,Numeric.GSL.Fourier,Numeric.GSL.IO,Numeric.GSL.Integration,Numeric.GSL.Internal,Numeric.GSL.LinearAlgebra,Numeric.GSL.Minimization,Numeric.GSL.ODE,Numeric.GSL.Polynomials,Numeric.GSL.Random,Numeric.GSL.Root,Numeric.GSL.Vector;src;
wai-app-static;3.1.4.1;Stable;/Users/fruiz/Desktop/github/papers-stackage/pipelines/scripts/StackageDownload/lts-3.22/wai-app-static/wai-app-static-3.1.4.1/wai-app-static.cabal; Yesod,Web;base,base64-bytestring,blaze-builder,blaze-html,blaze-markup,byteable,bytestring,containers,cryptohash,cryptohash-conduit,directory,directory,file-embed,filepath,http-date,http-types,mime-types,old-locale,optparse-applicative,template-haskell,text,time,transformers,unix-compat,unordered-containers,wai,wai-app-static,wai-extra,warp,zlib;Network.Wai.Application.Static,Util,WaiAppStatic.CmdLine,WaiAppStatic.Listing,WaiAppStatic.Storage.Embedded,WaiAppStatic.Storage.Embedded.Runtime,WaiAppStatic.Storage.Embedded.TH,WaiAppStatic.Storage.Filesystem,WaiAppStatic.Types;app;warp-static.hs
attoparsec-enumerator;0.3.4;experimental;/Users/fruiz/Desktop/github/papers-stackage/pipelines/scripts/StackageDownload/lts-3.22/attoparsec-enumerator/attoparsec-enumerator-0.3.4/attoparsec-enumerator.cabal; Enumerator, Parsing,Text;attoparsec,base,bytestring,enumerator,text;Data.Attoparsec.Enumerator;lib;
jwt;0.6.0;;/Users/fruiz/Desktop/github/papers-stackage/pipelines/scripts/StackageDownload/lts-3.22/jwt/jwt-0.6.0/jwt.cabal;Web;aeson,base,base64-bytestring,bytestring,containers,cryptohash,data-default,http-types,scientific,semigroups,text,time,unordered-containers,vector;Data.Text.Extended,Web.Base64,Web.JWT;src;
