bson;0.3.1;;/Users/fruiz/Desktop/github/papers-stackage/pipelines/scripts/StackageDownload/lts-0.7/bson/bson-0.3.1/bson.cabal;Data;base,binary,bytestring,cryptohash,data-binary-ieee754,mtl,network,text,time;Data.Bson,Data.Bson.Binary;;
present;2.2;;/Users/fruiz/Desktop/github/papers-stackage/pipelines/scripts/StackageDownload/lts-0.7/present/present-2.2/present.cabal;Development;aeson,atto-lisp,base,bytestring,data-default,mtl,semigroups,text;Data.Data.Exists,Data.Data.Indexed,Present,Present.ByteString,Present.ID,Present.String,Present.Text,Present.Types;src/;
persistent-mysql;2.1.2;Stable;/Users/fruiz/Desktop/github/papers-stackage/pipelines/scripts/StackageDownload/lts-0.7/persistent-mysql/persistent-mysql-2.1.2/persistent-mysql.cabal; Yesod,Database;aeson,base,blaze-builder,bytestring,conduit,containers,monad-control,monad-logger,mysql,mysql-simple,persistent,resourcet,text,transformers;Database.Persist.MySQL;;
base-compat;0.5.0;;/Users/fruiz/Desktop/github/papers-stackage/pipelines/scripts/StackageDownload/lts-0.7/base-compat/base-compat-0.5.0/base-compat.cabal;System;base,errorcall-eq-instance,setenv;Control.Applicative.Compat,Control.Exception.Compat,Control.Monad.Compat,Data.Bool.Compat,Data.Either.Compat,Data.Foldable.Compat,Data.Functor.Compat,Data.Monoid.Compat,Data.Traversable.Compat,Prelude.Compat,System.Environment.Compat,System.Exit.Compat,Text.Read.Compat;src;
hmatrix-gsl;0.16.0.2;provisional;/Users/fruiz/Desktop/github/papers-stackage/pipelines/scripts/StackageDownload/lts-0.7/hmatrix-gsl/hmatrix-gsl-0.16.0.2/hmatrix-gsl.cabal;Math;array,base,hmatrix,process,random,vector;Graphics.Plot,Numeric.GSL,Numeric.GSL.Differentiation,Numeric.GSL.Fitting,Numeric.GSL.Fourier,Numeric.GSL.IO,Numeric.GSL.Integration,Numeric.GSL.Internal,Numeric.GSL.LinearAlgebra,Numeric.GSL.Minimization,Numeric.GSL.ODE,Numeric.GSL.Polynomials,Numeric.GSL.Random,Numeric.GSL.Root,Numeric.GSL.Vector;src;
wai-app-static;3.0.0.5;Stable;/Users/fruiz/Desktop/github/papers-stackage/pipelines/scripts/StackageDownload/lts-0.7/wai-app-static/wai-app-static-3.0.0.5/wai-app-static.cabal; Yesod,Web;base,base64-bytestring,blaze-builder,blaze-html,blaze-markup,byteable,bytestring,containers,cryptohash,cryptohash-conduit,directory,directory,file-embed,filepath,http-date,http-types,mime-types,old-locale,optparse-applicative,system-fileio,system-filepath,template-haskell,text,time,transformers,unix-compat,unordered-containers,wai,wai-app-static,wai-extra,warp,zlib;Network.Wai.Application.Static,Util,WaiAppStatic.CmdLine,WaiAppStatic.Listing,WaiAppStatic.Storage.Embedded,WaiAppStatic.Storage.Embedded.Runtime,WaiAppStatic.Storage.Embedded.TH,WaiAppStatic.Storage.Filesystem,WaiAppStatic.Types;app;warp-static.hs
attoparsec-enumerator;0.3.3;experimental;/Users/fruiz/Desktop/github/papers-stackage/pipelines/scripts/StackageDownload/lts-0.7/attoparsec-enumerator/attoparsec-enumerator-0.3.3/attoparsec-enumerator.cabal; Enumerator, Parsing,Text;attoparsec,base,bytestring,enumerator,text;Data.Attoparsec.Enumerator;lib;
HandsomeSoup;0.3.5;;/Users/fruiz/Desktop/github/papers-stackage/pipelines/scripts/StackageDownload/lts-0.7/HandsomeSoup/HandsomeSoup-0.3.5/HandsomeSoup.cabal;Text;HTTP,HandsomeSoup,MaybeT,base,containers,hxt,hxt-http,mtl,parsec,transformers;Text.CSS.Parser,Text.CSS.Utils,Text.HandsomeSoup;examples,src;GoogleSearch.hs
th-orphans;0.8.2;experimental;/Users/fruiz/Desktop/github/papers-stackage/pipelines/scripts/StackageDownload/lts-0.7/th-orphans/th-orphans-0.8.2/th-orphans.cabal;Template Haskell;base,template-haskell,th-lift,th-reify-many;Language.Haskell.TH.Instances,Language.Haskell.TH.Instances.Internal;src;
unix-compat;0.4.1.3;;/Users/fruiz/Desktop/github/papers-stackage/pipelines/scripts/StackageDownload/lts-0.7/unix-compat/unix-compat-0.4.1.3/unix-compat.cabal;System;base;System.PosixCompat,System.PosixCompat.Extensions,System.PosixCompat.Files,System.PosixCompat.Temp,System.PosixCompat.Time,System.PosixCompat.Types,System.PosixCompat.Unistd,System.PosixCompat.User;src;
