criterion-measurement;0.1.1.0;"";"Development, Performance, Testing, Benchmarking";/Users/pleger/Documents/Projects/stackage-evolution/lts_downloaded/revised_cabal/lts-13-11/criterion-measurement.cabal;aeson >=0.8,base >=4.5 && <5,base-compat >=0.9,binary >=0.5.1.0,containers,deepseq >=1.1.0.0,vector >=0.7.1;Criterion.Measurement,Criterion.Measurement.Types,Criterion.Measurement.Types.Internal;src;
gi-vte;2.91.19;"";"Bindings";/Users/pleger/Documents/Projects/stackage-evolution/lts_downloaded/revised_cabal/lts-13-11/gi-vte.cabal;base >=4.7 && <5,bytestring >=0.10 && <1,containers >=0.5 && <1,gi-atk >=2.0 && <2.1,gi-gdk >=3.0 && <3.1,gi-gio >=2.0 && <2.1,gi-glib >=2.0 && <2.1,gi-gobject >=2.0 && <2.1,gi-gtk >=3.0 && <3.1,gi-pango >=1.0 && <1.1,haskell-gi >=0.21.1 && <0.22,haskell-gi-base >=0.21 && <0.22,haskell-gi-overloading <1.1,text >=1.0 && <2,transformers >=0.4 && <1;;;
pathwalk;0.3.1.2;"";"System";/Users/pleger/Documents/Projects/stackage-evolution/lts_downloaded/revised_cabal/lts-13-11/pathwalk.cabal;base >=3 && <5,directory >=1.2,filepath >=1.3,transformers >=0.3.0.0;System.Directory.PathWalk;src;
amazonka-cloudhsm;1.6.1;"";"Network, AWS, Cloud, Distributed Computing";/Users/pleger/Documents/Projects/stackage-evolution/lts_downloaded/revised_cabal/lts-13-11/amazonka-cloudhsm.cabal;amazonka-core >=1.6.1 && <1.6.2,base >=4.7 && <5;Network.AWS.CloudHSM,Network.AWS.CloudHSM.AddTagsToResource,Network.AWS.CloudHSM.CreateHAPG,Network.AWS.CloudHSM.CreateHSM,Network.AWS.CloudHSM.CreateLunaClient,Network.AWS.CloudHSM.DeleteHAPG,Network.AWS.CloudHSM.DeleteHSM,Network.AWS.CloudHSM.DeleteLunaClient,Network.AWS.CloudHSM.DescribeHAPG,Network.AWS.CloudHSM.DescribeHSM,Network.AWS.CloudHSM.DescribeLunaClient,Network.AWS.CloudHSM.GetConfig,Network.AWS.CloudHSM.ListAvailableZones,Network.AWS.CloudHSM.ListHAPGs,Network.AWS.CloudHSM.ListHSMs,Network.AWS.CloudHSM.ListLunaClients,Network.AWS.CloudHSM.ListTagsForResource,Network.AWS.CloudHSM.ModifyHAPG,Network.AWS.CloudHSM.ModifyHSM,Network.AWS.CloudHSM.ModifyLunaClient,Network.AWS.CloudHSM.RemoveTagsFromResource,Network.AWS.CloudHSM.Types,Network.AWS.CloudHSM.Types.Product,Network.AWS.CloudHSM.Types.Sum,Network.AWS.CloudHSM.Waiters;gen,src;
pipes-extras;1.0.15;"";"Control, Pipes";/Users/pleger/Documents/Projects/stackage-evolution/lts_downloaded/revised_cabal/lts-13-11/pipes-extras.cabal;base >=4 && <5,foldl >=1.0.1 && <1.5,lens >=4.3 && <5.3,pipes >=4.0 && <4.4,transformers >=0.2.0.0 && <0.7;Pipes.Extras;src;
interpolator;0.1.1;"experimental";"Data";/Users/pleger/Documents/Projects/stackage-evolution/lts_downloaded/revised_cabal/lts-13-11/interpolator.cabal;QuickCheck,aeson,base <5.0,containers,either,mono-traversable,mtl,product-profunctors,profunctors,template-haskell,text;Data.Interpolation,Data.Interpolation.TH,Paths_interpolator;src;
proto-lens-setup;0.4.0.2;"";"";/Users/pleger/Documents/Projects/stackage-evolution/lts_downloaded/revised_cabal/lts-13-11/proto-lens-setup.cabal;Cabal >=1.22 && <2.5,base >=4.9 && <4.13,bytestring >=0.10 && <0.11,containers >=0.5 && <0.7,deepseq >=1.4 && <1.5,directory >=1.2 && <1.4,filepath >=1.4 && <1.6,process >=1.2 && <1.7,proto-lens-protoc >=0.4 && <0.6,temporary >=1.2 && <1.4,text >=1.2 && <1.3;Data.ProtoLens.Setup,Paths_proto_lens_setup;src;
amazonka-workspaces;1.6.1;"";"Network, AWS, Cloud, Distributed Computing";/Users/pleger/Documents/Projects/stackage-evolution/lts_downloaded/revised_cabal/lts-13-11/amazonka-workspaces.cabal;amazonka-core >=1.6.1 && <1.6.2,base >=4.7 && <5;Network.AWS.WorkSpaces,Network.AWS.WorkSpaces.AssociateIPGroups,Network.AWS.WorkSpaces.AuthorizeIPRules,Network.AWS.WorkSpaces.CreateIPGroup,Network.AWS.WorkSpaces.CreateTags,Network.AWS.WorkSpaces.CreateWorkspaces,Network.AWS.WorkSpaces.DeleteIPGroup,Network.AWS.WorkSpaces.DeleteTags,Network.AWS.WorkSpaces.DescribeIPGroups,Network.AWS.WorkSpaces.DescribeTags,Network.AWS.WorkSpaces.DescribeWorkspaceBundles,Network.AWS.WorkSpaces.DescribeWorkspaceDirectories,Network.AWS.WorkSpaces.DescribeWorkspaces,Network.AWS.WorkSpaces.DescribeWorkspacesConnectionStatus,Network.AWS.WorkSpaces.DisassociateIPGroups,Network.AWS.WorkSpaces.ModifyWorkspaceProperties,Network.AWS.WorkSpaces.ModifyWorkspaceState,Network.AWS.WorkSpaces.RebootWorkspaces,Network.AWS.WorkSpaces.RebuildWorkspaces,Network.AWS.WorkSpaces.RevokeIPRules,Network.AWS.WorkSpaces.StartWorkspaces,Network.AWS.WorkSpaces.StopWorkspaces,Network.AWS.WorkSpaces.TerminateWorkspaces,Network.AWS.WorkSpaces.Types,Network.AWS.WorkSpaces.Types.Product,Network.AWS.WorkSpaces.Types.Sum,Network.AWS.WorkSpaces.UpdateRulesOfIPGroup,Network.AWS.WorkSpaces.Waiters;gen,src;
sorted-list;0.2.1.0;"";"Data";/Users/pleger/Documents/Projects/stackage-evolution/lts_downloaded/revised_cabal/lts-13-11/sorted-list.cabal;base >=4 && <5,deepseq;Data.SortedList;;
unordered-containers;0.2.9.0;"";"Data";/Users/pleger/Documents/Projects/stackage-evolution/lts_downloaded/revised_cabal/lts-13-11/unordered-containers.cabal;base >=4.7 && <5,deepseq >=1.1,hashable >=1.0.1.1 && <1.3;Data.HashMap.Array,Data.HashMap.Base,Data.HashMap.Lazy,Data.HashMap.List,Data.HashMap.Strict,Data.HashMap.Unsafe,Data.HashMap.UnsafeShift,Data.HashSet;;
